,name,bday,name_sp,num_of_child,education,role,birthplace,bday_sp,birthplace_sp,role_sp,name_sp_sp,num_of_child_sp,age_diff,age,age_spouse,name_sp_cl,year_m,year_div,name_sp_sp_cl,year_m_sp,year_div_sp,num_of_child_cl,num_of_child_sp_cl,name_sp_cl,num_of_m,name_sp_sp_cl,num_of_m_sp,num_of_role,num_of_role_sp,geohash,geohash_sp,zodiac,zodiac_sp,geo_distance ,sex,divorce
227,Connie Britton,1967-03-06,John Britton ( m.  1991;  div.  1995),1,,"Actress, singer, producer","Boston, Massachusetts , U.S.",,,,,,,52.16808011115902,,['John Britton'],[1991],[1995],,,,1.0,,['John Britton'],1.0,,,3.0,,drt2zp2,,2.0,,,F,1.0
228,Beth Broderick,1959-02-24,Brian Porizek ( m.  1998;  div.  2000) Scott Paetty  ( m.  2005),,,Actress,"Falmouth, Kentucky , U.S.",,,,,,,60.195623455649326,,"['Brian Porizek', 'Scott Paetty']","[1998, 2005]",[2000],,,,,,"['Brian Porizek', 'Scott Paetty']",2.0,,,1.0,,dnuh10b,,2.0,,,F,1.0
229,Jayne Brook,1960-09-16,John Terlesky  (1996–present),2,,Actress,"Northbrook, Illinois , U.S.",,,,,,,58.63501646166588,,,,,,,,2.0,,,,,,1.0,,dp3x9mh,,8.0,,,F,
230,Geraldine Brooks,1925-10-29,"
 Herbert Sargent (m. 1958–1961; divorced) 
 Budd Schulberg  (m. 1964–1977; her death) 
",,,,"New York City , U.S.",,,,,,,93.51868963770646,,,,,,,,,,,,,,,,dr5regw,,10.0,,,F,
231,Louise Brooks,1906-11-14,A. Edward Sutherland ( m.  1926;  div.  1928) Deering Davis ( m.  1933;  div.  1938),,,"Actress, dancer, writer [1]","Cherryvale, Kansas , U.S.",1895-01-05,,,"5, including:  Marjorie Daw ( m.  1923;  div.  1925) Louise Brooks ( m.  1926;  div.  1928)",,11.855137340260239,112.47595775409488,124.33109509435512,"['A Edward Sutherland', 'Deering Davis']","[1926, 1933]","[1928, 1938]","['5 including: Marjorie Daw', 'Louise Brooks']","[1923, 1926]","[1925, 1928]",,,"['A Edward Sutherland', 'Deering Davis']",2.0,"['5 including: Marjorie Daw', 'Louise Brooks']",2.0,4.0,,9ysh18u,,10.0,0.0,,F,1.0
232,Blair Brown,1946-04-23,Richard Jordan  (1976–1985),1,,Actress,"Washington, D.C. , U.S.",,,,,,,73.03640731842543,,,,,,,,1.0,,,,,,1.0,,dqcjqfz,,4.0,,,F,
233,Kimberly J. Brown,1984-11-16,,,,"Actor, model, voice actor","Gaithersburg, Maryland , U.S.",,,,,,,34.467511310978324,,,,,,,,,,,,,,4.0,,dqcnejz,,10.0,,,F,
234,Vanessa Brown,1928-03-24,Robert Alan Franklyn (1950–57; divorced) Mark Sandrich Jr. (1959–89; divorced; 2 children),,,Actress,"Vienna, Austria",,,,,,,91.11754519257754,,,,,,,,,,,,,,1.0,,u2edk85,,3.0,,,F,
235,Yvette Nicole Brown,1971-08-12,,,,"Actress, voice actress, comedian","East Cleveland, Ohio , U.S.",,,,,,,47.73267075983764,,,,,,,,,,,,,,4.0,,dpmur8g,,7.0,,,F,
236,Leslie Browne,1957-06-29,Leonid Slepak [1],,,"dancer, actress","New York City, New York , U.S.",,,,,,,61.852057194877375,,,,,,,,,,,,,,2.0,,dr5regw,,6.0,,,F,
237,Logan Browning,1989-06-09,,,,Actress,"Atlanta ,  Georgia , U.S.",,,,,,,29.906158237335468,,,,,,,,,,,,,,1.0,,djgzzxy,,5.0,,,F,
238,Joy Bryant,1974-10-18,Dave Pope ( m.   2008 ),,,Actress,"The Bronx ,  New York City , U.S.",,,,,,,44.54848491071001,,['Dave Pope'],[2008],,,,,,,['Dave Pope'],1.0,,,1.0,,dr72r5t,,9.0,,,F,0.0
239,Tara Buck,1975-03-16,Actress,,,Actress,"Hailey, Idaho , U.S.",,,,,,,44.14053676666872,,,,,,,,,,,,,,1.0,,9rwxwdw,,2.0,,,F,
240,Kira Buckland,1987-07-16,,,"University of Alaska Anchorage (B.A., 2007)",Voice actress,"Anchorage, Alaska , U.S.",,,,,,,31.80626570018549,,,,,,,,,,,,,,2.0,,bdvkkbm,,6.0,,,F,
241,Betty Buckley,1947-07-03,Peter Flood ( m.  1972;  div.  1979),,,"Actress, singer","Big Spring , Texas, U.S.",,,,,,,71.84267986337844,,['Peter Flood'],[1972],[1979],,,,,,['Peter Flood'],1.0,,,2.0,,9txz6z1,,6.0,,,F,1.0
242,Sandra Bullock,1964-07-26,Jesse G. James ( m.   2005 ;  div.   2010 ),2,,"Actress, producer, philanthropist","Arlington, Virginia , U.S.",1969-04-19,"Long Beach ,  California , U.S. [1]","
 Television personality 
 welder 
 fabricator 
 blacksmith 
",Karla James  ( m.  1991–2002) Janine Lindemulder ( m.  2002;  div.  2004) Sandra Bullock ( m.  2005;  div.  2010) Alexis DeJoria  ( m.  2013),3,-4.7311033080761415,54.777305488819074,50.04620218074293,['Jesse G James'],[2005],[2010],"['Karla James', 'Janine Lindemulder', 'Sandra Bullock', 'Alexis DeJoria']","[1991, 2002, 2005, 2013]","[2004, 2010]",2.0,3.0,['Jesse G James'],1.0,"['Karla James', 'Janine Lindemulder', 'Sandra Bullock', 'Alexis DeJoria']",4.0,3.0,5.0,dqcjjy0,9q5bnrm,7.0,3.0,20000000.0,F,1.0
243,Cara Buono,,Peter Thum,1,,Actress,"The Bronx, New York , U.S.",,,,,,,,,,,,,,,1.0,,,,,,1.0,,dr72r5t,,,,,F,
244,Billie Burke,1884-08-07,Florenz Ziegfeld ( m.  1914; died 1932),Patricia Ziegfeld Stephenson,,Actress,"Washington, D.C. , U.S.",1867-03-21,"Chicago, Illinois , U.S.","Producer,  impresario",Billie Burke  ( m.  1914),Patricia Ziegfeld Stephenson,17.382971587370037,134.7433554419324,152.12632702930244,['Florenz Ziegfeld'],[1914],,['Billie Burke'],[1914],,,,['Florenz Ziegfeld'],1.0,['Billie Burke'],1.0,1.0,2.0,dqcjqfz,dp3wjzt,7.0,3.0,5003530.0,F,0.0
245,Delta Burke,1956-07-30,Gerald McRaney  ( m.  1989),,,"Actress, producer, author","Orlando, Florida , U.S.",1947-08-19,"Collins, Mississippi ,  U.S.",Actor,"Beverly Root ( m.  1967;  div.  1971) 
 Pat Moran ( m.  1981;  div.  1989) 
 Delta Burke  ( m.  1989)",3,8.947480098838444,62.766518135211534,71.71399823404998,['Gerald McRaney'],[1989],,"['Beverly Root', 'Pat Moran', 'Delta Burke']","[1967, 1981, 1989]","[1971, 1989]",,3.0,['Gerald McRaney'],1.0,"['Beverly Root', 'Pat Moran', 'Delta Burke']",3.0,3.0,1.0,djn4k5j,dj8k40g,7.0,7.0,625441.0,F,0.0
246,Brooke Burns,1978-03-16,Julian McMahon ( m.  1999;  div.  2002) Gavin O'Connor  ( m.  2013),2,,Actress television host model,"Dallas, Texas ,  U.S. [1]",1968-07-27,"Sydney ,  New South Wales , Australia","
 Actor 
 model 
",Dannii Minogue ( m.  1994;  div.  1995) Brooke Burns ( m.  1999;  div.  2001) Kelly Paniagua  ( m.  2014),1,9.634694757592559,41.13979068700932,50.77448544460187,"['Julian McMahon', ""Gavin O'Connor""]","[1999, 2013]",[2002],"['Dannii Minogue', 'Brooke Burns', 'Kelly Paniagua']","[1994, 1999, 2014]","[1995, 2001]",2.0,1.0,"['Julian McMahon', ""Gavin O'Connor""]",2.0,"['Dannii Minogue', 'Brooke Burns', 'Kelly Paniagua']",3.0,4.0,2.0,9vg4gv2,r3gx2f7,2.0,7.0,20000000.0,F,1.0
247,Catherine Burns,1945-09-24,,,,Actress,"New York City, New York , U.S.",,,,,,,73.61410569690001,,,,,,,,,,,,,,1.0,,dr5regw,,9.0,,,F,
248,Heather Burns,1975-04-07,Ajay Naidu,,,"Film, television actress","Chicago, Illinois , U.S.",,,,,,,44.08030281251497,,,,,,,,,,,,,,3.0,,dp3wjzt,,3.0,,,F,
249,Ellen Burstyn,1932-12-07,William Alexander ( m.  1950;  div.  1957) Paul Roberts ( m.  1958;  div.  1961) Neil Burstyn ( m.  1964;  div.  1972),1,Cass Technical High School,Actress,"Detroit ,  Michigan , U.S.",,,,,,,86.41108304756429,,"['William Alexander', 'Paul Roberts', 'Neil Burstyn']","[1950, 1958, 1964]","[1957, 1961, 1972]",,,,1.0,,"['William Alexander', 'Paul Roberts', 'Neil Burstyn']",3.0,,,1.0,,dpsby4p,,11.0,,,F,1.0
250,Hilarie Burton,1982-07-01,"
 Ian Prange ( m.  2004;  div.  2009) 
 Jeffrey Dean Morgan  ( m.  2014) [1] 
",2,,"Actress, producer, television host","Sterling, Virginia , U.S.",,,,,,,36.84675250005134,,"['Ian Prange', 'Jeffrey Dean Morgan']","[2004, 2014]",[2009],,,,2.0,,"['Ian Prange', 'Jeffrey Dean Morgan']",2.0,,,4.0,,dqbvyhc,,6.0,,,F,1.0
251,Kate Burton,1957-09-10,Michael Ritchie  ( m.  1985),2,Brown University (BA)Yale University (MFA),Actress,"Geneva ,  Switzerland",1957-10-17,"Worcester, Massachusetts , U.S.",Artistic director,Kate Burton  ( m.  1985),2,-0.10130255925857479,61.652189983367215,61.55088742410864,['Michael Ritchie'],[1985],,['Kate Burton'],[1985],,2.0,2.0,['Michael Ritchie'],1.0,['Kate Burton'],1.0,1.0,2.0,u0hqgg3,drsbqje,8.0,9.0,20000000.0,F,0.0
252,Sophia Bush,1982-07-08,Chad Michael Murray ( m.   2005 ;  div.   2006 ),,,"
 Actress 
 Activist 
 Director 
 Producer 
","Pasadena, California , U.S.",1981-08-24,"Buffalo, New York , U.S.","Actor, model, spokesperson, writer",Sophia Bush ( m.   2005 ;  div.   2006 ) Sarah Roemer  ( m.   2015 ),2,0.8706544282223454,36.82758715100242,37.698241579224764,['Chad Michael Murray'],[2005],[2006],"['Sophia Bush', 'Sarah Roemer']","[2005, 2015]",[2006],,2.0,['Chad Michael Murray'],1.0,"['Sophia Bush', 'Sarah Roemer']",2.0,4.0,4.0,9q5fr83,dpxgvp4,6.0,8.0,20000000.0,F,1.0
253,Brett Butler,1958-01-30,Charles Michael Wilson ( m.  1978–1981) Ken Zieger ( m.  1987–1999),,,"Actress, writer, comedian","Montgomery, Alabama ,  U.S.",,,,,,,61.26340718837485,,"['Charles Michael Wilson', 'Ken Zieger']","[1978, 1987]",,,,,,,"['Charles Michael Wilson', 'Ken Zieger']",2.0,,,3.0,,djf8hn2,,1.0,,,F,1.0
254,Yancy Butler,1970-07-02,,,,Actress,"Greenwich Village ,  Manhattan, New York , U.S.",,,,,,,48.844261004674976,,,,,,,,,,,,,,1.0,,dr5rsp2,,6.0,,,F,
255,Spring Byington,1886-10-17,Roy Carey Chandler ( m.  1909–1920),2,,Actress,"Colorado Springs, Colorado , U.S.",,,,,,,132.55029192933463,,['Roy Carey Chandler'],[1909],,,,,2.0,,['Roy Carey Chandler'],1.0,,,1.0,,9wvkytr,,9.0,,,F,1.0
256,Amanda Bynes,1986-04-03,,,,Actress comedian fashion designer,"Thousand Oaks, California , U.S.",,,,,,,33.090344086463105,,,,,,,,,,,,,,4.0,,9q56ru9,,3.0,,,F,
257,Marion Byron,1911-03-16,Lou Breslow  (1932–1985; her death); 2 sons,,,"Film actress ,  comedian","Dayton, Ohio , U.S.",,,,,,,108.14185096203208,,,,,,,,,,,,,,4.0,,dph4hjv,,2.0,,,F,
258,Jeanne Cagney,1919-03-25,Kim Spalding  (aka Ross Latimer) (m. 1944–1952; divorced) Jack Sherman Morrison (m. 1953–1973; divorced),2,,"Film ,  television   actress","New York City, New York , U.S.",,,,,,,100.11704552454876,,,,,,,,2.0,,,,,,4.0,,dr5regw,,3.0,,,F,
259,Erin Cahill,1980-01-04,Paul Freeman  ( m.  2016),,,Actress,"Stafford, Virginia , United States",,,,,,,39.33550996940389,,['Paul Freeman'],[2016],,,,,,,['Paul Freeman'],1.0,,,1.0,,dqbfwd8,,0.0,,,F,0.0
260,L. Scott Caldwell,1950-04-17,,1,,Actress,"Chicago, Illinois , U.S.",,,,,,,69.05275262325715,,,,,,,,1.0,,,,,,1.0,,dp3wjzt,,3.0,,,F,
261,Alice Calhoun,1900-11-21,Mendel B. Silverburg (1926) Max Chotiner (1926–1938),,,Film actress,"Cleveland, Ohio , U.S.",,,,,,,118.45554665735779,,,,,,,,,,,,,,2.0,,dpmuhfx,,10.0,,,F,
262,Sarah Wayne Callies,1977-06-01,Josh Winterhalt ( m.  2002),2,,Actress,"La Grange, Illinois , U.S.",,,,,,,41.928307905022,,['Josh Winterhalt'],[2002],,,,,2.0,,['Josh Winterhalt'],1.0,,,1.0,,dp3tb6r,,5.0,,,F,0.0
263,Vanessa Bell Calloway,1957-03-20,Anthony Calloway ( m.  1988),2,,Actress dancer,"Toledo, Ohio , U.S.",,,,,,,62.12858580258322,,['Anthony Calloway'],[1988],,,,,2.0,,['Anthony Calloway'],1.0,,,2.0,,dpksgn9,,3.0,,,F,0.0
264,Candace Cameron Bure,1976-04-06,Valeri Bure  ( m.   1996 ),3,,"Actress, producer, author, talk show panelist","Panorama City, Los Angeles ,  California , U.S.",,,,,,,43.080966754964166,,['Valeri Bure'],[1996],,,,,3.0,,['Valeri Bure'],1.0,,,6.0,,9q5f8yb,,3.0,,,F,0.0
265,Anna Camp,1982-09-27,Michael Mosley ( m.  2010;  div.  2013)   Skylar Astin ( m.  2016; Separated 2019),,University of North Carolina School of the Arts,"Actress, singer","Aiken, South Carolina , U.S.",1978-09-16,"Iowa City, Iowa , U.S.",Actor,Anna Camp ( m.   2010 ;  div.  2013),,4.030199114287083,36.605816683436345,40.63601579772343,"['Michael Mosley', 'Skylar Astin']","[2010, 2016]",[2013],['Anna Camp'],[2010],[2013],,,"['Michael Mosley', 'Skylar Astin']",2.0,['Anna Camp'],1.0,2.0,1.0,djvyumm,9zqvj0j,9.0,8.0,20000000.0,F,1.0
266,Colleen Camp,1953-06-07,John Goldwyn ( m.  1986;  div.  2001),1,,"Actress, film producer","San Francisco ,  California , U.S.",1958-08-10,"Los Angeles, California , U.S.",Producer,Colleen Camp ( m.  1986;  div.  2001) Jeffrey Michael Klein  ( m.  2011),1,-5.174644243208279,65.91237328624133,60.737729043033056,['John Goldwyn'],[1986],[2001],"['Colleen Camp', 'Jeffrey Michael Klein']","[1986, 2011]",[2001],1.0,1.0,['John Goldwyn'],1.0,"['Colleen Camp', 'Jeffrey Michael Klein']",2.0,3.0,1.0,9q8yyk8,9q5ctr1,5.0,7.0,625441.0,F,1.0
267,Christa Campbell,1972-12-07,,,,Actress and producer,"Oakland, California , United States",,,,,,,46.410261675462195,,,,,,,,,,,,,,3.0,,9q9p1dh,,11.0,,,F,
268,Danielle Campbell,1995-01-30,,,,Actress,"Hinsdale, Illinois , United States",,,,,,,24.263331895932154,,,,,,,,,,,,,,1.0,,dp3mycw,,1.0,,,F,
269,Maia Campbell,1976-11-26,Elias Gutierrez ( m.  1998–2002),1,,Actress Model,"Takoma Park, Maryland , U.S.",,,,,,,42.44029651532885,,['Elias Gutierrez'],[1998],,,,,1.0,,['Elias Gutierrez'],1.0,,,2.0,,dqcjxxs,,11.0,,,F,1.0
270,Tisha Campbell,1968-10-13,Duane Martin ( m.  1996;  div.  2018),2,Newark Arts High School,"
 Actress 
 singer 
 dancer 
","Oklahoma City, Oklahoma ,  United States",1965-08-11,"Brooklyn ,  New York , U.S.",Actor,Tisha Campbell-Martin ( m.  1996; separated 2018),2,3.1732342210996802,50.56092869805677,53.734162919156454,['Duane Martin'],[1996],[2018],['Tisha Campbell Martin'],[1996],[2018],2.0,2.0,['Duane Martin'],1.0,['Tisha Campbell Martin'],1.0,3.0,1.0,9y69ubw,dr5rmm5,9.0,7.0,20000000.0,F,1.0
271,Maria Canals-Barrera,1966-09-28,David Barrera   (m. 1999–present) [1],2,,Actress,"Miami ,  Florida ,  U.S.",,,,,,,52.6034073252702,,['David Barrera'],[1999],,,,,2.0,,['David Barrera'],1.0,,,1.0,,dhwfx1y,,9.0,,,F,1.0
272,Dyan Cannon,1937-01-04,Cary Grant ( m.  1965;  div.  1968) Stanley Finberg ( m.  1985;  div.  1991),Jennifer Grant,,"Actress, director, screenwriter, producer, editor","Tacoma, Washington , U.S.",,,,,,,82.3343395141584,,"['Cary Grant', 'Stanley Finberg']","[1965, 1985]","[1968, 1991]",,,,,,"['Cary Grant', 'Stanley Finberg']",2.0,,,5.0,,c22uvdn,,0.0,,,F,1.0
273,Lizzy Caplan,1982-06-30,Tom Riley  ( m.  2017),,,"
 Actress 
 model 
","Los Angeles, California , U.S.",1981-04-05,"Maidstone ,  Kent , England","Actor, producer",Lizzy Caplan  ( m.  2017),,1.2347960601518169,36.849490407058326,38.08428646721014,['Tom Riley'],[2017],,['Lizzy Caplan'],[2017],,,,['Tom Riley'],1.0,['Lizzy Caplan'],1.0,2.0,2.0,9q5ctr1,u107evk,6.0,3.0,20000000.0,F,0.0
274,Jessica Capshaw,1976-08-09,Christopher Gavigan ( m.  2004),4,,Actress,"Columbia, Missouri , U.S.",,,,,,,42.7387283790906,,['Christopher Gavigan'],[2004],,,,,4.0,,['Christopher Gavigan'],1.0,,,1.0,,9yymdfu,,7.0,,,F,0.0
275,Kate Capshaw,1953-11-03,Robert Capshaw ( m.  1976;  div.  1980) Steven Spielberg  ( m.  1991),"7, including  Jessica Capshaw  and  Sasha Spielberg",,Actress,"Fort Worth ,  Texas , U.S.",,,,,,,65.50442514220005,,"['Robert Capshaw', 'Steven Spielberg']","[1976, 1991]",[1980],,,,7.0,,"['Robert Capshaw', 'Steven Spielberg']",2.0,,,1.0,,9vff34v,,10.0,,,F,1.0
276,Irene Cara,1959-03-18,Conrad Palmisano ( m.  1986;  div.  1991),,Professional Children's School,"
 Singer 
 songwriter 
 actress 
","The Bronx, New York City ,  New York , U.S.",1944-05-01,"Santa Rosa, California  U.S.","Stuntman , Film Director",Irene Cara  ( m.  1986–1991),,14.87778667597555,60.13538950149558,75.01317617747114,['Conrad Palmisano'],[1986],[1991],['Irene Cara'],[1986],,,,['Conrad Palmisano'],1.0,['Irene Cara'],1.0,3.0,4.0,dr72r5t,9qbdxtf,2.0,4.0,20000000.0,F,1.0
277,Linda Cardellini,1975-06-25,Steven Rodriguez (2009–present; engaged),1,Loyola Marymount University,Actress,"Redwood City, California , U.S.",,,,,,,43.86400815896288,,,,,,,,1.0,,,,,,1.0,,9q9j4ry,,6.0,,,F,
278,Mariah Carey,1969-03-27,"
 Tommy Mottola ( m.  1993;  div.  1998) 
 Nick Cannon ( m.  2008;  div.  2016) 
",2,,Singer songwriter actress record producer director,"Huntington, New York , U.S.",1949-07-14,"The Bronx ,  New York City ,  New York , U.S.",,"
 Lisa Clark ( m.  1971;  div.  1990) 
 Mariah Carey ( m.  1993;  div.  1998) 
 Thalía  ( m.  2000) 
",4,19.701978822289302,50.109174041903664,69.81115286419296,"['Tommy Mottola', 'Nick Cannon']","[1993, 2008]","[1998, 2016]","['Lisa Clark', 'Mariah Carey', 'Thalía']","[1971, 1993, 2000]","[1990, 1998]",2.0,4.0,"['Tommy Mottola', 'Nick Cannon']",2.0,"['Lisa Clark', 'Mariah Carey', 'Thalía']",3.0,6.0,,dr7b3pv,dr72r5t,3.0,6.0,123264.0,F,1.0
279,Kitty Carlisle,1910-09-03,Moss Hart ( m.  1946; his death 1961),2,Chateau Mont-Choisi,"Actress, singer, spokesman","New Orleans , Louisiana, U.S.",,,,,,,108.67300492138784,,['Moss Hart'],[1946],,,,,2.0,,['Moss Hart'],1.0,,,3.0,,9vrfqk7,,8.0,,,F,0.0
280,Amy Carlson,1968-07-07,Syd Butler  (2004-present),Lyla Butler (b. 2006) Nigel Butler (b. 2009),,Actress,"Glen Ellyn, Illinois , U.S.",,,,,,,50.82924358474165,,,,,,,,,,,,,,1.0,,dp3q5zx,,6.0,,,F,
281,Kelly Carlson,1976-02-17,,,,"Actress, model","Minneapolis ,  Minnesota , U.S.",,,,,,,43.215124198306604,,,,,,,,,,,,,,2.0,,9zvxvey,,1.0,,,F,
282,Jeanne Carmen,1930-08-04,Sandy Scott (m. 1948-1949) a stockbroker (1963-?) [1],"Melinda, Brandon James, and Jade Austin",,"Actress, model, pin-up girl, trick-shot golfer","Paragould, Arkansas , U.S.",,,,,,,88.75473144554645,,['Sandy Scott'],[1948],,,,,,,['Sandy Scott'],1.0,,,6.0,,9yrthsj,,7.0,,,F,0.0
283,Julie Carmen,1954-04-04,Gary Hoffman (?–present),2,,,"New York City, New York , U.S.",,,,,,,65.0882632771378,,,,,,,,2.0,,,,,,,,dr5regw,,3.0,,,F,
284,Sue Carol,1906-10-30,"Forest Lawn Memorial Park, Glendale , California","3, including  David Ladd",,Actress Talent agent,"Chicago , Illinois, United States",,,,,,,112.5170263591997,,,,,,,,3.0,,,,,,3.0,,dp3wjzt,,10.0,,,F,
285,Charisma Carpenter,1970-07-23,Damian Hardy ( m.  2002;  div.  2008),1,,Actress,"Las Vegas ,  Nevada , U.S.",,,,,,,48.78676495752822,,['Damian Hardy'],[2002],[2008],,,,1.0,,['Damian Hardy'],1.0,,,1.0,,9qqjgbt,,7.0,,,F,1.0
286,Jennifer Carpenter,1979-12-07,Michael C. Hall ( m.  2008;  div.  2011) Seth Avett  ( m.  2016),1,Juilliard School (BFA),Actress,"Louisville, Kentucky , U.S.",1971-02-01,"Raleigh, North Carolina , U.S.",Actor,Amy Spanger ( m.  2002;  div.  2007) Jennifer Carpenter ( m.  2008;  div.  2011) Morgan Macgregor ( m.  2016),,8.846177539579868,39.41217136559957,48.25834890517944,"['Michael C Hall', 'Seth Avett']","[2008, 2016]",[2011],"['Amy Spanger', 'Jennifer Carpenter', 'Morgan Macgregor']","[2002, 2008, 2016]","[2007, 2011]",1.0,,"['Michael C Hall', 'Seth Avett']",2.0,"['Amy Spanger', 'Jennifer Carpenter', 'Morgan Macgregor']",3.0,1.0,1.0,dng18e8,dq25d93,11.0,1.0,5003530.0,F,1.0
287,Sabrina Carpenter,1999-05-11,,,,"
 Singer 
 songwriter 
 actress 
","Lehigh Valley, Pennsylvania , U.S.",,,,,,,19.986721151016106,,,,,,,,,,,,,,3.0,,dr4r222,,4.0,,,F,
288,Ever Carradine,1974-08-06,Coby Brown ( m.  2005),2,,,"Los Angeles ,  California ,  United States",,,,,,,44.74835212222017,,['Coby Brown'],[2005],,,,,2.0,,['Coby Brown'],1.0,,,,,9q5ctr1,,7.0,,,F,0.0
289,Barbara Carrera,1945-12-31,Otto Kurt Freiherr von Hoffman ( m.  1966;  div.  1972) Uwe Barden ( m.  1972;  div.  1976) Nicholas Mark Mavroleon ( m.  1983;  div.  ??),,,"Actress, model","Bluefields ,  Nicaragua",,,,,,,73.34579081021514,,,,,,,,,,,,,,2.0,,d4hkmf8,,0.0,,,F,
290,Tia Carrere,1967-01-02,Elie Samaha ( m.  1992;  div.  2000) Simon Wakelin ( m.  2002;  div.  2010),1,,"Actress, voice actress, singer, model","Honolulu ,  Hawaii , U.S.",1955-05-10,"Zahlé , Lebanon",Film producer,Diane Shammas ( m.  1980;  div.  1988) Tia Carrere ( m.  1992;  div.  2000),,11.6497943147361,52.3405682525993,63.9903625673354,"['Elie Samaha', 'Simon Wakelin']","[1992, 2002]","[2000, 2010]","['Diane Shammas', 'Tia Carrere']","[1980, 1992]","[1988, 2000]",1.0,,"['Elie Samaha', 'Simon Wakelin']",2.0,"['Diane Shammas', 'Tia Carrere']",2.0,5.0,2.0,87z9pyg,sy188cx,0.0,4.0,20000000.0,F,1.0
291,Diahann Carroll,1935-07-17,Monte Kay ( m.  1956;  div.  1963) Fredde Glusman ( m.  1973;  div.  1973) Robert DeLeon ( m.  1975; died 1977) Vic Damone ( m.  1987;  div.  1996),1,Music & Art High School,"
 Actress 
 singer 
 model 
","New York City , U.S.",,,,,,,83.80459557691123,,"['Monte Kay', 'Fredde Glusman', 'Robert DeLeon', 'Vic Damone']","[1956, 1973, 1975, 1987]","[1963, 1973, 1996]",,,,1.0,,"['Monte Kay', 'Fredde Glusman', 'Robert DeLeon', 'Vic Damone']",4.0,,,3.0,,dr5regw,,6.0,,,F,1.0
292,Madeline Carroll,1996-03-18,,,,Actress,"Los Angeles ,  California , U.S.",,,,,,,23.1325763020459,,,,,,,,,,,,,,1.0,,9q5ctr1,,2.0,,,F,
293,Nancy Carroll,1903-11-19,"Jack Kirkland (m.1925–div.1930) Francis Bolton Mallory (m.1931–div.1935) C.H. ""Jappe"" Groen (m.1953–1965; her death)",,,actress,"New York City , U.S.",,,,,,,115.46301429871934,,"['Jack Kirkland', 'Francis Bolton Mallory', 'C H ""Jappe"" Groen']","[1925, 1931, 1953]","[1930, 1935]",,,,,,"['Jack Kirkland', 'Francis Bolton Mallory', 'C H ""Jappe"" Groen']",3.0,,,1.0,,dr5regw,,10.0,,,F,1.0
294,Dixie Carter,1939-05-25,"April 10, 2010 (2010-04-10)  (aged 70) Houston, Texas , U.S.",2,Rhodes College,"Actress, singer","McLemoresville, Tennessee , U.S.",1931-11-24,New York City,,Dixie Carter ( m.  1967;  div.  1977),,7.499127292141522,79.94962251107141,87.44874980321293,,,,['Dixie Carter'],[1967],[1977],2.0,,,,['Dixie Carter'],1.0,2.0,,dn3h8rq,dr5regw,5.0,11.0,5003530.0,F,
295,Lynda Carter,1951-07-24,Ron Samuels ( m.  1977;  div.  1982) Robert A. Altman  ( m.  1984),2,Arizona State University (withdrawn),"Actress, singer, songwriter, beauty pageant titleholder","Phoenix, Arizona , U.S.",,,,,,,67.78510167902147,,"['Ron Samuels', 'Robert A Altman']","[1977, 1984]",[1982],,,,2.0,,"['Ron Samuels', 'Robert A Altman']",2.0,,,6.0,,9tbq39n,,7.0,,,F,1.0
296,Angela Cartwright,1952-09-09,Steve Gullion ( m.  1976),2,,Actress,"Altrincham , Cheshire, England",,,,,,,66.65434608513522,,['Steve Gullion'],[1976],,,,,2.0,,['Steve Gullion'],1.0,,,1.0,,gcqrdwc,,8.0,,,F,0.0
297,Veronica Cartwright,1949-04-20,Richard Gates ( m.  1968;  div.  1972) Stanley Goldstein ( m.  1976;  div.  1980) Richard Compton ( m.  1982; died 2007),,,Actress,"Bristol , United Kingdom",,,,,,,70.04387495978699,,"['Richard Gates', 'Stanley Goldstein', 'Richard Compton']","[1968, 1976, 1982]","[1972, 1980]",,,,,,"['Richard Gates', 'Stanley Goldstein', 'Richard Compton']",3.0,,,1.0,,gcnhtp5,,4.0,,,F,1.0
298,Rosalind Cash,1938-12-31,,,City College of New York,Actress singer,"Atlantic City, New Jersey , U.S.",,,,,,,80.34661902708474,,,,,,,,,,,,,,2.0,,dqgpfqn,,0.0,,,F,
299,Peggy Cass,1924-05-21,Carl Fisher (1948–1965; divorced)  Eugene Feeney (1979–1999; her death),,,"Actress, comedian, game show panelist, announcer","Boston ,  Massachusetts , U.S.",,,,,,,94.95882872338241,,,,,,,,,,,,,,6.0,,drt2zp2,,5.0,,,F,
300,Joanna Cassidy,1945-08-02,Dr. Kennard C. Kobrin ( m.  1964;  div.  1974),2,,Actress,"Haddonfield, New Jersey , U.S.",,,,,,,73.7592147682704,,['Dr Kennard C Kobrin'],[1964],[1974],,,,2.0,,['Dr Kennard C Kobrin'],1.0,,,1.0,,dr4duqp,,7.0,,,F,1.0
301,Katie Cassidy,1986-11-25,Matthew Rodgers ( m.  2018),,,Actress,"Los Angeles ,  California , U.S.",,,,,,,32.444198032813816,,['Matthew Rodgers'],[2018],,,,,,,['Matthew Rodgers'],1.0,,,1.0,,9q5ctr1,,11.0,,,F,0.0
